SiteID,Reach,Watershed,Physiographic Province,Date,Phylum,Class,Order,Family,Genus,Count
QCNF01,Reference,Quantico Creek,Piedmont,2011,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,2
QCNF01,Reference,Quantico Creek,Piedmont,2011,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2011,Mollusca,Bivalvia,Pelecypoda,Sphaeriidae,Pisidium,2
QCNF01,Reference,Quantico Creek,Piedmont,2012,Annelida,Oligochaeta,,,,5
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Coleoptera,Dryopidae,Helichus,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Coleoptera,Elmidae,,2
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Coleoptera,Elmidae,Macronychus,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,2
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Diptera,Ceratopogonidae,Mallochohelea,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Diptera,Chironomidae,,40
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Diptera,Simuliidae,Prosimulium,3
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,16
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Ephemeroptera,Baetidae,Plauditis,3
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,4
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,2
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Isonychia,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,2
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Odonata,Gomphidae,Dromogomphus,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Odonata,Gomphidae,Gomphus,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Plecoptera,,,8
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Plecoptera,Chloroperlidae,,2
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Plecoptera,Leuctridae,Leuctra,22
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,66
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,3
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,2
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Trichoptera,Philopotamidae,Wormaldia,10
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,1
QCNF01,Reference,Quantico Creek,Piedmont,2012,Mollusca,Bivalvia,Pelecypoda,Corbiculidae,Corbicula,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Annelida,Oligochaeta,,,,3
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Coleoptera,Elmidae,Oulimnius,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Chironomidae,,18
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Dixidae,Dixa,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Empididae,Clinocera,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Simuliidae,,2
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Simuliidae,Prosimulium,82
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Simuliidae,Stegopterna,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,2
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Ephemeroptera,Baetidae,Heterocloeon,2
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,5
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,6
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Isonychia,5
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,2
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Odonata,Corduliidae,Somatochlora,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Plecoptera,Leuctridae,Leuctra,7
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,42
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,4
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Brachycentridae,Micrasema,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,3
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Limnephilidae,Pycnopsyche,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,7
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Philopotamidae,Wormaldia,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Arthropoda,Insecta,Trichoptera,Uenoidae,Neophylax,1
QCNF01,Reference,Quantico Creek,Piedmont,2013,Mollusca,Bivalvia,Pelecypoda,Sphaeriidae,,4
QCNF01,Reference,Quantico Creek,Piedmont,2013,Mollusca,Gastropoda,Limnophila,Physidae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2014,Annelida,Oligochaeta,,,,6
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Coleoptera,Dryopidae,Helichus,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Coleoptera,Elmidae,Dubiraphia,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Coleoptera,Elmidae,Oulimnius,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,3
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Diptera,Chironomidae,,31
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Diptera,Simuliidae,Prosimulium,26
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,14
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Diptera,Tipulidae,Antocha,1
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Baetidae,Heterocloeon,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,3
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,8
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,3
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,12
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,1
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Isonychia,4
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Megaloptera,Corydalidae,Nigronia,1
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,31
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Plecoptera,Nemouridae,Paranemoura,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,7
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Plecoptera,Perlodidae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,5
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,18
QCNF01,Reference,Quantico Creek,Piedmont,2014,Arthropoda,Insecta,Trichoptera,Uenoidae,Neophylax,2
QCNF01,Reference,Quantico Creek,Piedmont,2014,Mollusca,Bivalvia,Pelecypoda,Sphaeriidae,Pisidium,3
QCNF01,Reference,Quantico Creek,Piedmont,2014,Mollusca,Gastropoda,Limnophila,Lymnaeidae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Crustacea,Decapoda,Cambaridae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Coleoptera,Dryopidae,Helichus,2
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Coleoptera,Elmidae,Dubiraphia,3
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Coleoptera,Elmidae,Oulimnius,8
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,5
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Diptera,Chironomidae,,60
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Diptera,Simuliidae,Prosimulium,9
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,7
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Ephemeroptera,Baetidae,Heterocloeon,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,2
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,11
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,3
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,11
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,14
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Isonychia,3
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,2
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Megaloptera,Corydalidae,Nigronia,2
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Odonata,Gomphidae,Stylogomphus,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Plecoptera,Leuctridae,,22
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Plecoptera,Nemouridae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,12
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,9
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Trichoptera,Brachycentridae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,14
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,8
QCNF01,Reference,Quantico Creek,Piedmont,2015,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,15
QCNF01,Reference,Quantico Creek,Piedmont,2015,Mollusca,Bivalvia,Pelecypoda,Sphaeriidae,Sphaerium,2
QCNF01,Reference,Quantico Creek,Piedmont,2016,Annelida,Oligochaeta,,,,3
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Coleoptera,Elmidae,Dubiraphia,7
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Coleoptera,Elmidae,Optioservus,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Coleoptera,Elmidae,Oulimnius,3
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,5
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia,5
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Diptera,Chironomidae,,79
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Diptera,Simuliidae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Diptera,Simuliidae,Prosimulium,3
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,12
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Diptera,Tipulidae,Antocha,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Baetidae,,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Baetidae,Plauditis,6
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,8
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,7
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,4
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,2
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,6
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Isonychia,3
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Odonata,Gomphidae,Stylogomphus,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Odonata,Macromiidae,Macromia,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Plecoptera,Leuctridae,,11
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,8
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,5
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Trichoptera,Brachycentridae,Micrasema,2
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,12
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Diplectrona,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,1
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,2
QCNF01,Reference,Quantico Creek,Piedmont,2016,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polycentropus,1
