BASIN,LOCATION,RIVMILE,COLL_DATE,COLLECT,Replicate,MACRO_GENSPECIES,INDIV,,LALDR
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Pisidiidae,1,,LBONA
1,LBIGP,Composite,6/15/2016,1,1,Undetermined Planorbidae,2,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Bezzia sp.,5,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Caecidotea communis,4,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Caenis sp.,8,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Callibaetis sp.,3,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Dugesia sp.,1,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Helisoma sp.,2,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Hyalella azteca,34,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Mystacides sp.,2,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Nectopsyche sp.,1,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Oxyethira sp.,4,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Physella sp.,8,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Polycentropus sp.,5,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Triaenodes sp.,3,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Ceratopogonidae,3,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Chironomidae,162,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Coenagrionidae,2,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Hemiptera,2,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Hydrobiidae,4,,LBONA
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Libellulidae,2,,LBRTP
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Oligochaeta,15,,LBRTP
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Pisidiidae,85,,LBRTP
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Planorbidae,4,,LBRTP
1,LBLHN,Composite,7/26/2016,1,1,Undetermined Sisyridae,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Ablabesmyia sp.,16,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Arrenurus sp.,14,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Bezzia sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Caecidotea sp.,3,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Caenis sp.,13,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Callibaetis sp.,2,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Chauliodes sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Crangonyx sp.,5,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Cricotopus sp.,6,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Dero sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Donacia sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Dubiraphia sp.,7,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Gammarus sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Gomphus sp.,2,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Gyraulus sp.,3,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Hyalella sp.,120,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Hydroptila sp.,2,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Koenikea sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Labrundinia sp.,4,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Oxyethira sp.,2,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Physella sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Pisidium sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Polypedilum sp.,1,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Pseudochironomus sp.,11,,LBRTP
1,LBUTF,Muck,7/20/2010,1,1,Stenochironomus sp.,1,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Stylaria lacustris,39,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undet. Tubificidae w/o cap. setae,4,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Ceratopogonidae,2,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Coenagrionidae,1,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Glossiphoniidae,3,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Hydrobiidae,20,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Libellulidae,2,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Naididae,2,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Pionidae,3,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Tanypodinae,14,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Undetermined Turbellaria,1,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Valvata tricarinata,3,,LBUTF
1,LBUTF,Muck,7/20/2010,1,1,Zavreliella marmorata,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Ablabesmyia sp.,14,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Amnicola sp.,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Arrenurus sp.,4,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Caecidotea sp.,2,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Caenis sp.,11,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Cladotanytarsus sp.,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Cryptochironomus sp.,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Dicrotendipes sp.,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Dubiraphia quadrinotata,7,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Endochironomus subtendens,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Gammarus sp.,10,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Gyraulus sp.,5,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Hyalella sp.,81,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Hydroptila sp.,2,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Labrundinia sp.,2,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Larsia sp.,15,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Nanocladius sp.,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Oxyethira sp.,2,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Paratanytarsus sp.,2,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Physella sp.,5,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Pisidium sp.,10,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Polypedilum illinoense,1,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Pseudochironomus sp.,6,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Stylaria lacustris,35,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Undet. Tubificidae w/o cap. setae,60,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Undetermined Hydrobiidae,15,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Undetermined Tanypodinae,5,,LBUTF
1,LBUTF,Sand,7/20/2010,1,1,Undetermined Turbellaria,9,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Alboglossiphonia heteroclita,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Arrenurus sp.,2,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Bezzia sp.,2,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Caecidotea sp.,44,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Chaoborus sp.,4,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Chironomus sp.,11,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Cryptochironomus sp.,2,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Dicrotendipes modestus,9,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Einfeldia natchitocheae,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Endochironomus sp.,2,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Endotribelos sp.,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Glyptotendipes sp.,11,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Microtendipes pedellus gr.,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Molanna sp.,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Nematoda,15,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Parachironomus sp.,2,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Paratanytarsus sp.,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Phaenopsectra sp.,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Sialis sp.,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Sphaeromias sp.,2,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Thienemannimyia gr. spp.,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undet. Tubificidae w/o cap. setae,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undetermined Gammaridae,6,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undetermined Gastropoda,2,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undetermined Lumbricina,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undetermined Lumbriculidae,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undetermined Odonata,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undetermined Pisidiidae,1,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Undetermined Tanytarsini,7,,LBUTF
1,LBUTF,Ponar,7/1/2011,1,1,Viviparus georgianus,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Agraylea sp.,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Bezzia sp.,3,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Caecidotea racovitzai,40,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Caecidotea sp.,40,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Caenis sp.,6,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Callibaetis sp.,2,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Ceraclea sp.,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Chrysops sp.,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Crangonyx sp.,24,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Dugesia sp.,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Enallagma sp.,2,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Ferrissia sp.,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Helobdella stagnalis,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Hyalella azteca,2,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Lepidostoma sp.,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Peltodytes sp.,3,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Physella sp.,10,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Stenonema femoratum,4,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Undetermined Chironomidae,108,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Undetermined Dytiscidae,1,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Undetermined Leptoceridae,2,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Undetermined Oligochaeta,59,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Undetermined Pisidiidae,8,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Undetermined Planorbidae,10,,LBUTF
1,LCNGO,Composite,6/14/2016,1,1,Undetermined Viviparidae,6,,LBVRD
1,LCNGO,Composite,6/14/2016,1,1,Viviparus georgianus,2,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Bezzia sp.,11,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Caecidotea racovitzai,15,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Caecidotea sp.,98,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Caenis sp.,22,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Dubiraphia sp.,5,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Ectopria nervosa,1,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Enallagma sp.,7,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Gomphus sp.,2,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Hyalella azteca,9,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Lestes sp.,2,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Macronychus glabratus,2,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Orthotrichia sp.,1,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Oxyethira sp.,4,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Peltodytes sp.,2,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Stenacron sp.,2,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Stenonema femoratum,1,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Triaenodes sp.,1,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Cambaridae,1,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Chironomidae,84,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Hirudinea,1,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Hydrobiidae,16,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Hydroptilidae,2,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Oligochaeta,65,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Pisidiidae,4,,LBVRD
1,LCLER,Composite,6/7/2016,1,1,Undetermined Planorbidae,3,,LCLER
1,LCLER,Composite,6/7/2016,1,1,Undetermined Turbellaria,4,,LCLER
1,LCLER,Composite,6/7/2016,1,1,Undetermined Veliidae,1,,LCLER
1,LCLER,Composite,6/7/2016,1,1,Viviparus georgianus,2,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Aulodrilus pigueti,1,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Chironomus sp.,1,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Cladopelma sp.,1,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Dero digitata,1,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Hyalella sp.,2,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Limnodrilus hoffmeisteri,45,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Ostracoda,3,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Pisidium sp.,3,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Procladius sp.,4,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Sphaeromias sp.,4,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Undet. Tubificidae w/ cap. setae,4,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Undetermined Chaoboridae,1,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Undetermined Turbellaria,10,,LCLER
1,LCOLL,Ponar,7/1/2011,1,1,Valvata tricarinata,1,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Bezzia sp.,7,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Caecidotea racovitzai,10,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Caecidotea sp.,75,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Caenis sp.,38,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Dreissena polymorpha,22,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Enallagma sp.,2,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Hyalella azteca,18,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Leptocerus sp.,2,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Musculium sp.,1,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Nectopsyche sp.,1,,LCLER
1,LCSNA,Composite,5/23/2016,1,1,Orthotrichia sp.,6,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Sphaeromais sp.,1,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Stenonema femoratum,1,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Undetermined Ceratopogonidae,1,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Undetermined Chironomidae,60,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Undetermined Hydrobiidae,21,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Undetermined Libellulidae,1,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Undetermined Oligochaeta,24,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Undetermined Pisidiidae,7,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Undetermined Planorbidae,4,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Valvata tricarinata,1,,LCNGO
1,LCSNA,Composite,5/23/2016,1,1,Viviparus georgianus,2,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Albia sp.,1,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Caenis sp.,4,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Chaoborus sp.,7,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Dero digitata,2,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Dicrotendipes sp.,1,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Einfeldia natchitocheae,12,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Einfeldia sp.,1,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Endotribelos sp.,1,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Glyptotendipes sp.,1,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Helisoma anceps,1,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Larsia sp.,2,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Limnesia sp.,1,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Limnodrilus hoffmeisteri,17,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Nanocladius sp.,14,,LCNGO
1,LCREM,Ponar,7/1/2011,1,1,Neumania sp.,1,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Ostracoda,1,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Parachironomus sp.,2,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Physella sp.,8,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Polypedilum trigonum,2,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Sphaeromias sp.,1,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Tanytarsus sp.,11,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Undetermined Ceratopogonidae,9,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Undetermined Pisidiidae,2,,LCOLL
1,LCREM,Ponar,7/1/2011,1,1,Undetermined Planorbidae,2,,LCOLL
1,LCUBA,Composite,6/15/2016,1,1,Caecidotea communis,7,,LCOLL
1,LCUBA,Composite,6/15/2016,1,1,Caecidotea sp.,15,,LCOLL
1,LCUBA,Composite,6/15/2016,1,1,Caenis sp.,4,,LCOLL
1,LCUBA,Composite,6/15/2016,1,1,Crangonyx sp.,3,,LCOLL
1,LCUBA,Composite,6/15/2016,1,1,Dugesia sp.,1,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Enallagma sp.,4,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Gammarus sp.,129,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Helobdella stagnalis,1,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Hyalella azteca,3,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Hydroporus sp.,1,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Physella sp.,5,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Undetermined Cambaridae,1,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Undetermined Ceratopogonidae,2,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Undetermined Chironomidae,100,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Undetermined Corixidae,1,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Undetermined Oligochaeta,41,,LCOMO
1,LCUBA,Composite,6/15/2016,1,1,Undetermined Viviparidae,1,,LCOMO
1,LDEAN,Composite,6/14/2016,1,1,Bezzia sp.,6,,LCOMO
1,LDEAN,Composite,6/14/2016,1,1,Caenis sp.,15,,LCOMO
1,LDEAN,Composite,6/14/2016,1,1,Callibaetis sp.,1,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Cloeon sp.,2,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Donacia sp.,1,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Enallagma sp.,1,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Ferrissia sp.,2,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Helisoma sp.,6,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Helobdella stagnalis,9,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Neoplea sp.,1,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Perithemis sp.,2,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Physella sp.,3,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Undetermined Ceratopogonidae,1,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Undetermined Chironomidae,14,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Undetermined Mollusca,2,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Undetermined Oligochaeta,232,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Undetermined Pisidiidae,3,,LCREM
1,LDEAN,Composite,6/14/2016,1,1,Undetermined Turbellaria,1,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Berosus sp.,1,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Bezzia sp.,1,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Boyeria sp.,2,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Caecidotea sp.,107,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Caenis sp.,13,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Chrysops sp.,1,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Clinotanypus sp.,2,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Crangonyx sp.,4,,LCREM
1,LDEER,Cobble/Muck,7/14/2010,1,1,Dicrotendipes sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Dubiraphia sp.,7,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Enallagma sp.,3,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Endochironomus subtendens,19,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Glyptotendipes sp.,23,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Gomphus sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Gyrinus sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Hyalella sp.,72,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Labrundinia sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Micropsectra/Tanytarsus Complex,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Mystacides sepulchralis,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Nanocladius sp.,2,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Neoplea sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Oecetis sp.,3,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Orthotrichia sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Paratendipes sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Physella sp.,4,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Pisidium sp.,3,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Polycentropus sp.,2,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Sialis sp.,2,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Stempellinella sp.,3,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Tanytarsus sp.,1,,LCSNA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Undetermined Coenagrionidae,2,,LCUBA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Undetermined Corduliidae,5,,LCUBA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Undetermined Glossiphoniidae,2,,LCUBA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Undetermined Lumbriculidae,2,,LCUBA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Undetermined Tanypodinae,3,,LCUBA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Undetermined Tanytarsini,1,,LCUBA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Undetermined Turbellaria,5,,LCUBA
1,LDEER,Cobble/Muck,7/14/2010,1,1,Unionicola sp.,1,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Ablabesmyia sp.,31,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Albia sp.,2,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Arrenurus sp.,4,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Bezzia sp.,1,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Caecidotea sp.,56,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Caenis sp.,42,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Callibaetis sp.,3,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Cladotanytarsus sp.,1,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Clinotanypus sp.,6,,LCUBA
1,LDEER,Muck,7/14/2010,1,1,Cricotopus/Orthocladius Complex,1,,LDEAN
1,LDEER,Muck,7/14/2010,1,1,Enallagma sp.,3,,LDEAN
1,LDEER,Muck,7/14/2010,1,1,Endochironomus sp.,7,,LDEAN
1,LDEER,Muck,7/14/2010,1,1,Glyptotendipes sp.,3,,LDEAN
1,LDEER,Muck,7/14/2010,1,1,Gomphus sp.,4,,LDEAN
1,LDEER,Muck,7/14/2010,1,1,Hyalella sp.,68,,LDEAN
1,LDEER,Muck,7/14/2010,1,1,Ischnura sp.,2,,LDEAN
